level,task_id,task_path,task_name
level2,96,third_party/KernelBench/KernelBench/level2/96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py,96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py
level2,97,third_party/KernelBench/KernelBench/level2/97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py,97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py
level2,98,third_party/KernelBench/KernelBench/level2/98_Matmul_AvgPool_GELU_Scale_Max.py,98_Matmul_AvgPool_GELU_Scale_Max.py
level2,99,third_party/KernelBench/KernelBench/level2/99_Matmul_GELU_Softmax.py,99_Matmul_GELU_Softmax.py
level2,100,third_party/KernelBench/KernelBench/level2/100_ConvTranspose3d_Clamp_Min_Divide.py,100_ConvTranspose3d_Clamp_Min_Divide.py
level3,1,third_party/KernelBench/KernelBench/level3/1_MLP.py,1_MLP.py
level3,2,third_party/KernelBench/KernelBench/level3/2_ShallowWideMLP.py,2_ShallowWideMLP.py
level3,3,third_party/KernelBench/KernelBench/level3/3_DeepNarrowMLP.py,3_DeepNarrowMLP.py
level3,4,third_party/KernelBench/KernelBench/level3/4_LeNet5.py,4_LeNet5.py
level3,5,third_party/KernelBench/KernelBench/level3/5_AlexNet.py,5_AlexNet.py
level3,6,third_party/KernelBench/KernelBench/level3/6_GoogleNetInceptionModule.py,6_GoogleNetInceptionModule.py
level3,7,third_party/KernelBench/KernelBench/level3/7_GoogleNetInceptionV1.py,7_GoogleNetInceptionV1.py
level3,8,third_party/KernelBench/KernelBench/level3/8_ResNetBasicBlock.py,8_ResNetBasicBlock.py
level3,9,third_party/KernelBench/KernelBench/level3/9_ResNet18.py,9_ResNet18.py
level3,10,third_party/KernelBench/KernelBench/level3/10_ResNet101.py,10_ResNet101.py
level3,11,third_party/KernelBench/KernelBench/level3/11_VGG16.py,11_VGG16.py
level3,12,third_party/KernelBench/KernelBench/level3/12_VGG19.py,12_VGG19.py
level3,13,third_party/KernelBench/KernelBench/level3/13_DenseNet121TransitionLayer.py,13_DenseNet121TransitionLayer.py
level3,14,third_party/KernelBench/KernelBench/level3/14_DenseNet121DenseBlock.py,14_DenseNet121DenseBlock.py
level3,15,third_party/KernelBench/KernelBench/level3/15_DenseNet121.py,15_DenseNet121.py
level3,16,third_party/KernelBench/KernelBench/level3/16_DenseNet201.py,16_DenseNet201.py
level3,17,third_party/KernelBench/KernelBench/level3/17_SqueezeNetFireModule.py,17_SqueezeNetFireModule.py
level3,18,third_party/KernelBench/KernelBench/level3/18_SqueezeNet.py,18_SqueezeNet.py
level3,19,third_party/KernelBench/KernelBench/level3/19_MobileNetV1.py,19_MobileNetV1.py
level3,20,third_party/KernelBench/KernelBench/level3/20_MobileNetV2.py,20_MobileNetV2.py
level3,21,third_party/KernelBench/KernelBench/level3/21_EfficientNetMBConv.py,21_EfficientNetMBConv.py
level3,22,third_party/KernelBench/KernelBench/level3/22_EfficientNetB0.py,22_EfficientNetB0.py
level3,23,third_party/KernelBench/KernelBench/level3/23_EfficientNetB1.py,23_EfficientNetB1.py
level3,24,third_party/KernelBench/KernelBench/level3/24_EfficientNetB2.py,24_EfficientNetB2.py
level3,25,third_party/KernelBench/KernelBench/level3/25_ShuffleNetUnit.py,25_ShuffleNetUnit.py
level3,26,third_party/KernelBench/KernelBench/level3/26_ShuffleNet.py,26_ShuffleNet.py
level3,27,third_party/KernelBench/KernelBench/level3/27_RegNet.py,27_RegNet.py
level3,28,third_party/KernelBench/KernelBench/level3/28_VisionTransformer.py,28_VisionTransformer.py
level3,29,third_party/KernelBench/KernelBench/level3/29_SwinMLP.py,29_SwinMLP.py
level3,30,third_party/KernelBench/KernelBench/level3/30_SwinTransformerV2.py,30_SwinTransformerV2.py
level3,31,third_party/KernelBench/KernelBench/level3/31_VisionAttention.py,31_VisionAttention.py
level3,32,third_party/KernelBench/KernelBench/level3/32_ConvolutionalVisionTransformer.py,32_ConvolutionalVisionTransformer.py
level3,33,third_party/KernelBench/KernelBench/level3/33_VanillaRNN.py,33_VanillaRNN.py
level3,34,third_party/KernelBench/KernelBench/level3/34_VanillaRNNHidden.py,34_VanillaRNNHidden.py
level3,35,third_party/KernelBench/KernelBench/level3/35_LSTM.py,35_LSTM.py
level3,36,third_party/KernelBench/KernelBench/level3/36_LSTMHn.py,36_LSTMHn.py
level3,37,third_party/KernelBench/KernelBench/level3/37_LSTMCn.py,37_LSTMCn.py
level3,38,third_party/KernelBench/KernelBench/level3/38_LSTMBidirectional.py,38_LSTMBidirectional.py
level3,39,third_party/KernelBench/KernelBench/level3/39_GRU.py,39_GRU.py
level3,40,third_party/KernelBench/KernelBench/level3/40_GRUHidden.py,40_GRUHidden.py
level3,41,third_party/KernelBench/KernelBench/level3/41_GRUBidirectional.py,41_GRUBidirectional.py
level3,42,third_party/KernelBench/KernelBench/level3/42_GRUBidirectionalHidden.py,42_GRUBidirectionalHidden.py
level3,43,third_party/KernelBench/KernelBench/level3/43_MinGPTCausalAttention.py,43_MinGPTCausalAttention.py
level3,44,third_party/KernelBench/KernelBench/level3/44_MiniGPTBlock.py,44_MiniGPTBlock.py
level3,45,third_party/KernelBench/KernelBench/level3/45_UNetSoftmax.py,45_UNetSoftmax.py
level3,46,third_party/KernelBench/KernelBench/level3/46_NetVladWithGhostClusters.py,46_NetVladWithGhostClusters.py
level3,47,third_party/KernelBench/KernelBench/level3/47_NetVladNoGhostClusters.py,47_NetVladNoGhostClusters.py
level3,48,third_party/KernelBench/KernelBench/level3/48_Mamba2ReturnY.py,48_Mamba2ReturnY.py
level3,49,third_party/KernelBench/KernelBench/level3/49_Mamba2ReturnFinalState.py,49_Mamba2ReturnFinalState.py
level3,50,third_party/KernelBench/KernelBench/level3/50_ReLUSelfAttention.py,50_ReLUSelfAttention.py
